year,country,player,position,overall,canKick
1999,Fidji,Alfred Uluinayau,Arriere,75,false
1999,France,Cédric Soulette,Pilier,86,false
1999,France,Franck Tournaire,Pilier,84,false
1999,France,Pieter de Villiers,Pilier,82,false
1999,France,Christian Califano,Pilier,87,false
1999,France,Raphaël Ibañez,Talonneur,90,false
1999,France,Marc Dal Maso,Talonneur,84,false
1999,France,Abdelatif Benazzi,DeuxiemeLigne,91,false
1999,France,Fabien Pelous,DeuxiemeLigne,90,false
1999,France,Olivier Brouzet,DeuxiemeLigne,82,false
1999,France,David Auradou,DeuxiemeLigne,85,false
1999,France,Marc Lièvremont,TroisiemeLigneAile,86,false
1999,France,Olivier Magne,TroisiemeLigneAile,91,false
1999,France,Arnaud Costes,TroisiemeLigneAile,82,false
1999,France,Lionel Mallier,TroisiemeLigneAile,85,false
1999,France,Christophe Juillet,TroisiemeLigneCentre,86,false
1999,France,Thomas Lièvremont,TroisiemeLigneCentre,84,false
1999,France,Fabien Galthié,DemiDeMelee,93,false
1999,France,Stéphane Castaignède,DemiDeMelee,84,false
1999,France,Pierre Mignoni,DemiDeMelee,82,true
1999,France,Christophe Lamaison,DemiOuverture,92,true
1999,France,Philippe Carbonneau,DemiOuverture,84,true
1999,France,Émile Ntamack,Centre,88,false
1999,France,Richard Dourthe,Centre,84,false
1999,France,Stéphane Glas,Centre,82,false
1999,France,Olivier Sarraméa,Centre,85,false
1999,France,Cédric Desbrosse,Centre,83,false
1999,France,Christophe Dominici,Ailier,89,false
1999,France,Philippe Bernat-Salles,Ailier,88,false
1999,France,Ugo Mola,Ailier,82,false
1999,France,Jimmy Marlu,Ailier,85,false
1999,France,Xavier Garbajosa,Arriere,87,true
1999,Namibie,Gerhard Opperman,Pilier,59,false
1999,Namibie,Mario Jacobs,Pilier,57,false
1999,Namibie,Eben Smith,Pilier,55,false
1999,Namibie,Andries Blaauw,Pilier,58,false
1999,Namibie,Frans Fisch,Pilier,56,false
1999,Namibie,Hugo Horn,Talonneur,59,false
1999,Namibie,Heino Senekal,DeuxiemeLigne,59,false
1999,Namibie,Eben Isaacs,DeuxiemeLigne,57,false
1999,Namibie,Pieter Steyn,DeuxiemeLigne,55,false
1999,Namibie,Johannes Theron,DeuxiemeLigne,58,false
1999,Namibie,Sybrand de Beer,TroisiemeLigneAile,59,false
1999,Namibie,Mathys van Rooyen,TroisiemeLigneAile,57,false
1999,Namibie,Quinn Hough,TroisiemeLigneAile,55,false
1999,Namibie,Herman Lintvelt,TroisiemeLigneAile,58,false
1999,Namibie,Jaco Olivier,TroisiemeLigneCentre,59,false
1999,Namibie,Sean Furter,TroisiemeLigneCentre,57,false
1999,Namibie,Ronaldo Pedro,DemiDeMelee,59,false
1999,Namibie,Riaan Jantjies,DemiDeMelee,57,true
1999,Namibie,Sarel Janse van Rensburg,DemiDeMelee,55,false
1999,Namibie,Rudie Janse van Vuuren,DemiOuverture,59,true
1999,Namibie,Johan Zaayman,DemiOuverture,57,true
1999,Namibie,Schalk van der Merwe,Centre,59,false
1999,Namibie,Lukas Holtzhausen,Centre,57,false
1999,Namibie,Cliff Loubser,Centre,55,false
1999,Namibie,Francois van Rensburg,Centre,58,false
1999,Namibie,Deon Mouton,Ailier,59,false
1999,Namibie,Derek Farmer,Ailier,57,false
1999,Namibie,Arthur Samuelson,Ailier,55,false
1999,Namibie,Lean van Dyk,Arriere,59,false
1999,Namibie,Glovin van Wyk,Arriere,57,false
1999,Argentine,Roberto Grau,Pilier,78,false
1999,Argentine,Omar Hasan,Pilier,76,false
1999,Argentine,Mauricio Reggiardo,Pilier,74,false
1999,Argentine,Martín Scelzo,Pilier,77,false
1999,Argentine,Agustín Canalda,Talonneur,78,false
1999,Argentine,Mario Ledesma,Talonneur,84,false
1999,Argentine,Alejandro Allub,DeuxiemeLigne,78,false
1999,Argentine,Ignacio Fernández Lobbe,DeuxiemeLigne,76,false
1999,Argentine,Miguel Angel Ruiz,DeuxiemeLigne,74,false
1999,Argentine,Pedro Sporleder,DeuxiemeLigne,83,false
1999,Argentine,Rolando Martín,TroisiemeLigneAile,78,false
1999,Argentine,Lucas Ostiglia,TroisiemeLigneAile,76,false
1999,Argentine,Santiago Phelan,TroisiemeLigneAile,74,false
1999,Argentine,Gonzalo Longo,TroisiemeLigneCentre,78,false
1999,Argentine,Nicolás Fernández Miranda,DemiDeMelee,78,false
1999,Argentine,Agustín Pichot,DemiDeMelee,88,false
1999,Argentine,Gonzalo Quesada,DemiOuverture,89,true
1999,Argentine,Felipe Contepomi,DemiOuverture,85,true
1999,Argentine,Lisandro Arbizu,Centre,85,true
1999,Argentine,Eduardo Simone,Centre,76,false
1999,Argentine,Diego Albanese,Ailier,78,false
1999,Argentine,Octavio Bartolucci,Ailier,76,false
1999,Argentine,Gonzalo Camardón,Ailier,74,false
1999,Argentine,Manuel Contepomi,Arriere,78,true
1999,Argentine,Ignacio Corleto,Arriere,76,false
1999,Pays_de_Galles,Peter Rogers,Pilier,80,false
1999,Pays_de_Galles,David Young,Pilier,78,false
1999,Pays_de_Galles,Andrew Lewis,Pilier,76,false
1999,Pays_de_Galles,Ben Evans,Pilier,79,false
1999,Pays_de_Galles,Garin Jenkins,Talonneur,80,false
1999,Pays_de_Galles,Jonathan Humphreys,Talonneur,78,false
1999,Pays_de_Galles,Craig Quinnell,DeuxiemeLigne,80,false
1999,Pays_de_Galles,Gareth Llewellyn,DeuxiemeLigne,78,false
1999,Pays_de_Galles,Chris Wyatt,DeuxiemeLigne,76,false
1999,Pays_de_Galles,Mike Voyle,DeuxiemeLigne,79,false
1999,Pays_de_Galles,Colin Charvis,TroisiemeLigneAile,80,false
1999,Pays_de_Galles,Brett Sinkinson,TroisiemeLigneAile,78,false
1999,Pays_de_Galles,Martyn Williams,TroisiemeLigneAile,76,false
1999,Pays_de_Galles,Scott Quinnell,TroisiemeLigneCentre,86,false
1999,Pays_de_Galles,Geraint Lewis,TroisiemeLigneCentre,78,false
1999,Pays_de_Galles,Rob Howley,DemiDeMelee,88,false
1999,Pays_de_Galles,David Llewellyn,DemiDeMelee,78,false
1999,Pays_de_Galles,Neil Jenkins,DemiOuverture,90,true
1999,Pays_de_Galles,Stephen Jones,DemiOuverture,78,true
1999,Pays_de_Galles,Scott Gibbs,Centre,87,false
1999,Pays_de_Galles,Mark Taylor,Centre,78,false
1999,Pays_de_Galles,Jason Jones-Hughes,Centre,76,false
1999,Pays_de_Galles,Gareth Thomas,Ailier,87,false
1999,Pays_de_Galles,Dafydd James,Ailier,78,false
1999,Pays_de_Galles,Allan Bateman,Ailier,76,false
1999,Pays_de_Galles,Shane Howarth,Arriere,84,true
1999,Japon,Shin Hasegawa,Pilier,66,false
1999,Japon,Masaaki Sakata,Pilier,64,false
1999,Japon,Kohei Oguchi,Pilier,62,false
1999,Japon,Toshikazu Nakamichi,Talonneur,66,false
1999,Japon,Masahiro Kunda,Talonneur,64,false
1999,Japon,Yoshihiko Sakuraba,DeuxiemeLigne,64,false
1999,Japon,Hiroyuki Tanuma,DeuxiemeLigne,62,false
1999,Japon,Yasunori Watanabe,DeuxiemeLigne,65,false
1999,Japon,Naoya Okubo,DeuxiemeLigne,63,false
1999,Japon,Jamie Joseph,TroisiemeLigneAile,77,false
1999,Japon,Greg Smith,TroisiemeLigneAile,64,false
1999,Japon,Ryuji Ishi,TroisiemeLigneAile,62,false
1999,Japon,Takeomi Ito,TroisiemeLigneAile,65,false
1999,Japon,Hajime Kiso,TroisiemeLigneCentre,66,false
1999,Japon,Robert Gordon,TroisiemeLigneCentre,64,false
1999,Japon,Graeme Bachop,DemiDeMelee,78,false
1999,Japon,Wataru Murata,DemiDeMelee,64,false
1999,Japon,Keiji Hirose,DemiOuverture,66,true
1999,Japon,Kensuke Iwabuchi,DemiOuverture,64,true
1999,Japon,Andrew McCormick,Centre,76,false
1999,Japon,Akira Yoshida,Centre,64,false
1999,Japon,Atsushi Koga,Centre,62,false
1999,Japon,Yukio Motoki,Centre,65,false
1999,Japon,Ryohei Miki,Centre,63,false
1999,Japon,Daisuke Ohata,Ailier,78,true
1999,Japon,Terunori Masuho,Ailier,64,false
1999,Japon,Tsutomu Matsuda,Ailier,62,false
1999,Japon,Patiliai Tuidraki,Ailier,65,false
1999,Japon,Takafumi Hirao,Arriere,66,false
1999,Samoa,Brendan Reidy,Pilier,74,false
1999,Samoa,Robbie Ale,Pilier,72,false
1999,Samoa,Polo Asi,Pilier,70,false
1999,Samoa,Kepi Faiva'ai,Pilier,73,false
1999,Samoa,Mike Mika,Pilier,71,false
1999,Samoa,Trevor Leota,Talonneur,82,false
1999,Samoa,Onehunga Matauiau,Talonneur,72,false
1999,Samoa,Lio Falaniko,DeuxiemeLigne,74,false
1999,Samoa,Lama Tone,DeuxiemeLigne,72,false
1999,Samoa,Opeta Palepoi,DeuxiemeLigne,70,false
1999,Samoa,Junior Paramore,TroisiemeLigneAile,74,false
1999,Samoa,Sene Ta'ala,TroisiemeLigneAile,72,false
1999,Samoa,Kalolo Toleafoa,TroisiemeLigneAile,70,false
1999,Samoa,Craig Glendinning,TroisiemeLigneAile,73,false
1999,Samoa,Pat Lam,TroisiemeLigneCentre,82,false
1999,Samoa,Semo Sititi,TroisiemeLigneCentre,72,false
1999,Samoa,Zak Feau'nati,TroisiemeLigneCentre,70,false
1999,Samoa,Steven So'oialo,DemiDeMelee,74,false
1999,Samoa,John Clarke,DemiDeMelee,72,false
1999,Samoa,Stephen Bachop,DemiOuverture,81,true
1999,Samoa,George Leaupepe,DemiOuverture,72,true
1999,Samoa,Tanner Vili,DemiOuverture,80,true
1999,Samoa,Va'aiga Tuigamala,Centre,85,false
1999,Samoa,To'o Vaega,Centre,72,false
1999,Samoa,Terry Fanolua,Centre,70,false
1999,Samoa,Silao Leaega,Ailier,74,false
1999,Samoa,Brian Lima,Ailier,84,false
1999,Samoa,Afato So'oalo,Ailier,70,false
1999,Samoa,Filipo Toala,Ailier,73,false
1999,Samoa,Mike Umaga,Arriere,74,false
1999,Samoa,Earl Va'a,Arriere,72,true
1999,Australie,Richard Harry,Pilier,88,false
1999,Australie,Andrew Blades,Pilier,86,false
1999,Australie,Dan Crowley,Pilier,84,false
1999,Australie,Michael Foley,Talonneur,86,false
1999,Australie,Jeremy Paul,Talonneur,87,false
1999,Australie,David Giffin,DeuxiemeLigne,88,false
1999,Australie,John Eales,DeuxiemeLigne,96,false
1999,Australie,Owen Finegan,DeuxiemeLigne,88,false
1999,Australie,Matthew Cockbain,TroisiemeLigneAile,88,false
1999,Australie,David John Wilson,TroisiemeLigneAile,86,false
1999,Australie,Mark Connors,TroisiemeLigneAile,84,false
1999,Australie,Toutai Kefu,TroisiemeLigneCentre,91,false
1999,Australie,George Gregan,DemiDeMelee,95,false
1999,Australie,Chris Whitaker,DemiDeMelee,86,false
1999,Australie,Stephen Larkham,DemiOuverture,95,true
1999,Australie,Tim Horan,Centre,94,false
1999,Australie,Dan Herbert,Centre,86,false
1999,Australie,Nathan Grey,Centre,84,false
1999,Australie,Jason Little,Centre,88,false
1999,Australie,Joe Roff,Ailier,90,false
1999,Australie,Ben Tune,Ailier,89,false
1999,Australie,Matt Burke,Arriere,93,true
1999,USA,Joe Clayton,Pilier,63,false
1999,USA,Marc L'Huillier,Pilier,61,false
1999,USA,Ray Lehner,Pilier,59,false
1999,USA,George Sucher,Pilier,62,false
1999,USA,Tom Billups,Talonneur,63,false
1999,USA,Kirk Khasigian,Talonneur,61,false
1999,USA,Luke Gross,DeuxiemeLigne,69,false
1999,USA,Alec Parker,DeuxiemeLigne,61,false
1999,USA,Dave Hodges,TroisiemeLigneAile,63,false
1999,USA,Fifita Mounga,TroisiemeLigneAile,61,false
1999,USA,Shaun Paga,TroisiemeLigneAile,59,false
1999,USA,Richard Tardits,TroisiemeLigneAile,62,false
1999,USA,Rob Lumkong,TroisiemeLigneCentre,63,false
1999,USA,Dan Lyle,TroisiemeLigneCentre,70,false
1999,USA,Jesse Coulson,DemiDeMelee,63,false
1999,USA,Kevin Dalzell,DemiDeMelee,61,false
1999,USA,David Niu,DemiOuverture,63,true
1999,USA,Mark Williams,DemiOuverture,61,true
1999,USA,Juan Grobler,Centre,63,false
1999,USA,Alatini Saulala,Centre,61,false
1999,USA,Mark Scharrenberg,Centre,59,false
1999,USA,Tomasi Takau,Centre,62,false
1999,USA,Vaea Anitoni,Ailier,63,false
1999,USA,Andre Blom,Ailier,61,false
1999,USA,Brian Hightower,Ailier,59,false
1999,USA,Rich Schurfeld,Ailier,62,false
1999,USA,Sinapati Uiagalelei,Ailier,60,false
1999,USA,Kurt Shuman,Arriere,68,false
1999,USA,Dave Stroble,Arriere,61,false
1999,Irlande,Paul Wallace,Pilier,76,false
1999,Irlande,Reggie Corrigan,Pilier,74,false
1999,Irlande,Justin Fitzpatrick,Pilier,72,false
1999,Irlande,Angus McKeen,Pilier,75,false
1999,Irlande,Keith Wood,Talonneur,90,false
1999,Irlande,Ross Nesdale,Talonneur,74,false
1999,Irlande,Malcolm O'Kelly,DeuxiemeLigne,83,false
1999,Irlande,Jeremy Davidson,DeuxiemeLigne,74,false
1999,Irlande,Paddy Johns,DeuxiemeLigne,72,false
1999,Irlande,Bob Casey,DeuxiemeLigne,75,false
1999,Irlande,Dion O'Cuinneagain,TroisiemeLigneAile,76,false
1999,Irlande,Andy Ward,TroisiemeLigneAile,74,false
1999,Irlande,Kieron Dawson,TroisiemeLigneAile,72,false
1999,Irlande,Eric Miller,TroisiemeLigneAile,75,false
1999,Irlande,Alan Quinlan,TroisiemeLigneCentre,76,false
1999,Irlande,Tom Tierney,DemiDeMelee,76,false
1999,Irlande,Brian O'Meara,DemiDeMelee,74,false
1999,Irlande,David Humphreys,DemiOuverture,84,true
1999,Irlande,Eric Elwood,DemiOuverture,74,true
1999,Irlande,Brian O'Driscoll,Centre,86,false
1999,Irlande,Mike Mullins,Centre,74,false
1999,Irlande,Jonathan Bell,Centre,72,false
1999,Irlande,Kevin Maggs,Centre,75,false
1999,Irlande,Matt Mostyn,Ailier,76,false
1999,Irlande,Justin Bishop,Ailier,74,false
1999,Irlande,James Topping,Ailier,72,false
1999,Irlande,Conor O'Shea,Arriere,82,false
1999,Irlande,Gordon D'Arcy,Arriere,74,true
1999,Roumanie,Petru Bălan,Pilier,68,false
1999,Roumanie,Nicolae Dragoș Dima,Pilier,62,false
1999,Roumanie,Laurențiu Rotaru,Pilier,60,false
1999,Roumanie,Constantin Stan,Pilier,63,false
1999,Roumanie,Dragos Niculae,Pilier,61,false
1999,Roumanie,Ștefan Demici,Talonneur,64,false
1999,Roumanie,Razvan Mavrodin,Talonneur,62,false
1999,Roumanie,Tiberiu Brînză,DeuxiemeLigne,64,false
1999,Roumanie,Daniel Chiriac,DeuxiemeLigne,62,false
1999,Roumanie,Tudor Constantin,DeuxiemeLigne,60,false
1999,Roumanie,Ovidiu Slușariuc,DeuxiemeLigne,63,false
1999,Roumanie,Florin Corodeanu,TroisiemeLigneAile,64,false
1999,Roumanie,Alin Petrache,TroisiemeLigneAile,62,false
1999,Roumanie,Erdinci Septar,TroisiemeLigneAile,60,false
1999,Roumanie,Ovidiu Tonița,TroisiemeLigneAile,63,false
1999,Roumanie,Cătălin Drăguceanu,TroisiemeLigneCentre,64,false
1999,Roumanie,Marius Iacob,DemiDeMelee,64,false
1999,Roumanie,Petre Mitu,DemiDeMelee,62,false
1999,Roumanie,Lucian Sîrbu,DemiDeMelee,60,false
1999,Roumanie,Mihai Ciolacu,DemiOuverture,64,true
1999,Roumanie,Ionuț Tofan,DemiOuverture,62,true
1999,Roumanie,Roland Vusec,DemiOuverture,60,true
1999,Roumanie,Romeo Gontineac,Centre,64,false
1999,Roumanie,Cristian Lupu,Centre,62,false
1999,Roumanie,Gabriel Brezoianu,Ailier,64,false
1999,Roumanie,Radu Fugigi,Ailier,62,false
1999,Roumanie,Cristian Hîldan,Ailier,60,false
1999,Roumanie,Cristian Săuan,Ailier,63,false
1999,Roumanie,Gheorghe Solomie,Ailier,61,false
1999,Roumanie,Mihai Vioreanu,Arriere,66,false
1995,Australie,Tony Daly,Pilier,88,false
1995,Australie,Dan Crowley,Pilier,86,false
1995,Australie,Ewen McKenzie,Pilier,87,false
1995,Australie,Mark Hartill,Pilier,87,false
1995,Australie,Phil Kearns,Talonneur,88,false
1995,Australie,Michael Foley,Talonneur,86,false
1995,Australie,Rod McCall,DeuxiemeLigne,88,false
1995,Australie,John Eales,DeuxiemeLigne,95,false
1995,Australie,Warwick Waugh,DeuxiemeLigne,84,false
1995,Australie,Willie Ofahengaue,TroisiemeLigneAile,88,false
1995,Australie,Ilivasi Tabua,TroisiemeLigneAile,86,false
1995,Australie,David John Wilson,TroisiemeLigneAile,84,false
1995,Australie,Daniel Manu,TroisiemeLigneAile,87,false
1995,Australie,Tim Gavin,TroisiemeLigneCentre,88,false
1995,Australie,Troy Coker,TroisiemeLigneCentre,86,false
1995,Australie,George Gregan,DemiDeMelee,93,false
1995,Australie,Peter Slattery,DemiDeMelee,86,false
1995,Australie,Michael Lynagh,DemiOuverture,92,true
1995,Australie,Scott Bowen,DemiOuverture,86,true
1995,Australie,Dan Herbert,Centre,88,false
1995,Australie,Jason Little,Centre,86,false
1995,Australie,Tim Horan,Centre,92,false
1995,Australie,Joe Roff,Ailier,86,false
1995,Australie,David Campese,Ailier,89,false
1995,Australie,Damian Smith,Ailier,84,false
1995,Australie,Matt Pini,Arriere,88,false
1995,Australie,Matt Burke,Arriere,91,true
1995,Canada,Richard Bice,Pilier,70,false
1995,Canada,Eddie Evans,Pilier,68,false
1995,Canada,Paul LeBlanc,Pilier,66,false
1995,Canada,Rod Snow,Pilier,79,false
1995,Canada,Mark Cardinal,Talonneur,70,false
1995,Canada,Karl Svoboda,Talonneur,68,false
1995,Canada,Glen Ennis,DeuxiemeLigne,70,false
1995,Canada,Mike James,DeuxiemeLigne,68,false
1995,Canada,Gareth Rowlands,DeuxiemeLigne,66,false
1995,Canada,Al Charron,TroisiemeLigneAile,81,false
1995,Canada,Ian Gordon,TroisiemeLigneAile,68,false
1995,Canada,John Hutchinson,TroisiemeLigneAile,66,false
1995,Canada,Gordon MacKinnon,TroisiemeLigneAile,69,false
1995,Canada,Colin McKenzie,TroisiemeLigneCentre,70,false
1995,Canada,Chris Michaluk,TroisiemeLigneCentre,68,false
1995,Canada,John Graf,DemiDeMelee,70,false
1995,Canada,Alan Tynan,DemiDeMelee,68,false
1995,Canada,Gareth Rees,DemiOuverture,82,true
1995,Canada,Bobby Ross,DemiOuverture,68,true
1995,Canada,Steve Gray,Centre,70,false
1995,Canada,Christian Stewart,Centre,68,false
1995,Canada,Ron Toews,Centre,66,false
1995,Canada,Dave Lougheed,Ailier,70,false
1995,Canada,Shawn Lytton,Ailier,68,false
1995,Canada,Winston Stanley,Ailier,66,false
1995,Canada,Scott Stewart,Arriere,70,true
1995,Roumanie,Vasile Lucaci,Pilier,63,false
1995,Roumanie,Gabriel Vlad,Pilier,61,false
1995,Roumanie,Leodor Costea,Pilier,59,false
1995,Roumanie,Gheorghe Leonte,Pilier,62,false
1995,Roumanie,Valere Tufă,Talonneur,63,false
1995,Roumanie,Ionel Negreci,Talonneur,61,false
1995,Roumanie,Sandu Ciorăscu,DeuxiemeLigne,63,false
1995,Roumanie,Constantin Cojocariu,DeuxiemeLigne,61,false
1995,Roumanie,Traian Oroian,DeuxiemeLigne,59,false
1995,Roumanie,Cătălin Drăguceanu,TroisiemeLigneAile,63,false
1995,Roumanie,Andrei Gurănescu,TroisiemeLigneAile,61,false
1995,Roumanie,Alexandru Gealapu,TroisiemeLigneAile,59,false
1995,Roumanie,Tiberiu Brînză,TroisiemeLigneCentre,69,false
1995,Roumanie,Ovidiu Slușariuc,TroisiemeLigneCentre,61,false
1995,Roumanie,Vasile Flutur,DemiDeMelee,63,false
1995,Roumanie,Daniel Neaga,DemiDeMelee,61,false
1995,Roumanie,Ilie Ivanciuc,DemiOuverture,63,true
1995,Roumanie,Neculai Nichitean,DemiOuverture,61,true
1995,Roumanie,Adrian Lungu,Centre,63,false
1995,Roumanie,Romeo Gontineac,Centre,68,false
1995,Roumanie,Nicolae Răcean,Centre,59,false
1995,Roumanie,Lucian Colceriu,Ailier,63,false
1995,Roumanie,Ionel Rotaru,Ailier,61,false
1995,Roumanie,Gheorghe Solomie,Ailier,59,false
1995,Roumanie,Radu Fugigi,Ailier,62,false
1995,Roumanie,Vasile Brici,Arriere,63,false
1995,Afrique_du_Sud,Os du Randt,Pilier,91,false
1995,Afrique_du_Sud,Balie Swart,Pilier,85,false
1995,Afrique_du_Sud,Marius Hurter,Pilier,83,false
1995,Afrique_du_Sud,Garry Pagel,Pilier,86,false
1995,Afrique_du_Sud,Chris Rossouw,Talonneur,87,false
1995,Afrique_du_Sud,James Dalton,Talonneur,85,false
1995,Afrique_du_Sud,Naka Drotske,Talonneur,87,false
1995,Afrique_du_Sud,Mark Andrews,DeuxiemeLigne,90,false
1995,Afrique_du_Sud,Kobus Wiese,DeuxiemeLigne,85,false
1995,Afrique_du_Sud,Hannes Strydom,DeuxiemeLigne,83,false
1995,Afrique_du_Sud,Krynauw Otto,DeuxiemeLigne,86,false
1995,Afrique_du_Sud,Robbie Brink,TroisiemeLigneAile,87,false
1995,Afrique_du_Sud,Rudolf Straeuli,TroisiemeLigneAile,85,false
1995,Afrique_du_Sud,Ruben Kruger,TroisiemeLigneAile,89,false
1995,Afrique_du_Sud,Francois Pienaar,TroisiemeLigneCentre,93,false
1995,Afrique_du_Sud,Adriaan Richter,TroisiemeLigneCentre,85,false
1995,Afrique_du_Sud,Joost van der Westhuizen,DemiDeMelee,94,false
1995,Afrique_du_Sud,Johan Roux,DemiDeMelee,85,false
1995,Afrique_du_Sud,Joël Stransky,DemiOuverture,92,true
1995,Afrique_du_Sud,Hennie Le Roux,DemiOuverture,85,true
1995,Afrique_du_Sud,Japie Mulder,Centre,86,false
1995,Afrique_du_Sud,Brendan Venter,Centre,85,false
1995,Afrique_du_Sud,Christiaan Scholtz,Centre,83,false
1995,Afrique_du_Sud,Chester Williams,Ailier,90,false
1995,Afrique_du_Sud,James Small,Ailier,88,false
1995,Afrique_du_Sud,André Joubert,Arriere,88,true
1995,Afrique_du_Sud,Gavin Johnson,Arriere,85,true
1995,Argentine,Matias Corral,Pilier,75,false
1995,Argentine,Marcelo Urbano,Pilier,73,false
1995,Argentine,Roberto Grau,Pilier,71,false
1995,Argentine,Patricio Noriega,Pilier,74,false
1995,Argentine,Federico Méndez,Talonneur,75,false
1995,Argentine,Ricardo Le Fort,Talonneur,73,false
1995,Argentine,Germán Llanes,DeuxiemeLigne,75,false
1995,Argentine,Pedro Sporleder,DeuxiemeLigne,82,false
1995,Argentine,Nicolás Bossicovich,DeuxiemeLigne,71,false
1995,Argentine,Pablo Buabse,DeuxiemeLigne,74,false
1995,Argentine,Rolando Martin,TroisiemeLigneAile,75,false
1995,Argentine,Cristián Viel,TroisiemeLigneAile,73,false
1995,Argentine,Agustín Macome,TroisiemeLigneAile,71,false
1995,Argentine,Martín Sugasti,TroisiemeLigneAile,74,false
1995,Argentine,Sebastián Irazoqui,TroisiemeLigneCentre,75,false
1995,Argentine,José Santamarina,TroisiemeLigneCentre,73,false
1995,Argentine,Agustín Pichot,DemiDeMelee,84,false
1995,Argentine,Rodrigo Crexell,DemiDeMelee,73,false
1995,Argentine,Guillermo del Castillo,DemiOuverture,75,true
1995,Argentine,José Cilley,DemiOuverture,73,true
1995,Argentine,Lisandro Arbizu,DemiOuverture,83,true
1995,Argentine,Sebastian Salvat,Centre,75,false
1995,Argentine,Fernando del Castillo,Centre,73,false
1995,Argentine,Francisco García,Centre,71,false
1995,Argentine,Gonzalo Camardón,Ailier,75,false
1995,Argentine,Diego Cuesta Silva,Ailier,73,false
1995,Argentine,Martin Teran Nougues,Ailier,71,false
1995,Argentine,Diego Albanese,Ailier,74,false
1995,Argentine,Ezequiel Jurado,Arriere,75,false
1995,Argentine,Santiago Mesón,Arriere,73,false
1995,Angleterre,Jason Leonard,Pilier,89,false
1995,Angleterre,Graham Rowntree,Pilier,80,false
1995,Angleterre,Victor Ubogu,Pilier,78,false
1995,Angleterre,John Mallett,Pilier,81,false
1995,Angleterre,Brian Moore,Talonneur,86,false
1995,Angleterre,Graham Dawe,Talonneur,80,false
1995,Angleterre,Martin Bayfield,DeuxiemeLigne,82,false
1995,Angleterre,Martin Johnson,DeuxiemeLigne,89,false
1995,Angleterre,Richard West,DeuxiemeLigne,78,false
1995,Angleterre,Tim Rodber,TroisiemeLigneAile,82,false
1995,Angleterre,Steve Ojomoh,TroisiemeLigneAile,80,false
1995,Angleterre,Neil Back,TroisiemeLigneAile,85,false
1995,Angleterre,Dean Richards,TroisiemeLigneCentre,85,false
1995,Angleterre,Ben Clarke,TroisiemeLigneCentre,80,false
1995,Angleterre,Kyran Bracken,DemiDeMelee,82,false
1995,Angleterre,Dewi Morris,DemiDeMelee,80,false
1995,Angleterre,Rob Andrew,DemiOuverture,87,true
1995,Angleterre,Will Carling,Centre,88,false
1995,Angleterre,Jeremy Guscott,Centre,88,false
1995,Angleterre,Phil de Glanville,Centre,78,false
1995,Angleterre,Damian Hopley,Centre,81,false
1995,Angleterre,Tony Underwood,Ailier,82,false
1995,Angleterre,Rory Underwood,Ailier,86,false
1995,Angleterre,Ian Hunter,Ailier,78,false
1995,Angleterre,Mike Catt,Arriere,82,true
1995,Angleterre,Jonathan Callard,Arriere,80,true
1995,Italie,Andrea Castellani,Pilier,72,false
1995,Italie,Massimo Cuttitta,Pilier,82,false
1995,Italie,Mauro dal Sie,Pilier,68,false
1995,Italie,Giovanni Grespan,Pilier,71,false
1995,Italie,Franco Properzi,Pilier,69,false
1995,Italie,Carlo Orlandi,Talonneur,72,false
1995,Italie,Moreno Trevisiol,Talonneur,70,false
1995,Italie,Giambattista Croci,DeuxiemeLigne,72,false
1995,Italie,Roberto Favaro,DeuxiemeLigne,70,false
1995,Italie,Mark Giacheri,DeuxiemeLigne,68,false
1995,Italie,Pierpaolo Pedroni,DeuxiemeLigne,71,false
1995,Italie,Diego Scaglia,DeuxiemeLigne,69,false
1995,Italie,Orazio Arancio,TroisiemeLigneAile,72,false
1995,Italie,Massimiliano Capuzzoni,TroisiemeLigneAile,70,false
1995,Italie,Massimo Giovanelli,TroisiemeLigneAile,68,false
1995,Italie,Andrea Sgorlon,TroisiemeLigneAile,71,false
1995,Italie,Carlo Checchinato,TroisiemeLigneCentre,72,false
1995,Italie,Julian Gardner,TroisiemeLigneCentre,70,false
1995,Italie,Ivan Francescato,DemiDeMelee,72,false
1995,Italie,Alessandro Troncon,DemiDeMelee,84,false
1995,Italie,Diego Dominguez,DemiOuverture,86,true
1995,Italie,Piermassimiliano Dotto,DemiOuverture,70,true
1995,Italie,Francesco Mazzariol,DemiOuverture,68,true
1995,Italie,Massimo Bonomi,Centre,72,false
1995,Italie,Stefano Bordon,Centre,70,false
1995,Italie,Marco Platania,Centre,68,false
1995,Italie,Paolo Vaccari,Centre,71,false
1995,Italie,Marcello Cuttitta,Ailier,72,false
1995,Italie,Mario Gerosa,Ailier,70,false
1995,Italie,Massimo Ravazzolo,Ailier,68,false
1995,Italie,Luigi Troiani,Arriere,72,false
1995,Samoa,Peter Fatialofa,Pilier,82,false
1995,Samoa,Mike Mika,Pilier,75,false
1995,Samoa,George Latu,Pilier,73,false
1995,Samoa,Brendan Reidy,Pilier,76,false
1995,Samoa,Tala Leiasamaivao,Talonneur,77,false
1995,Samoa,Lio Falaniko,DeuxiemeLigne,77,false
1995,Samoa,Potu Leavasa,DeuxiemeLigne,75,false
1995,Samoa,Saini Lemamea,DeuxiemeLigne,73,false
